#1=tcen  MJD 
#2=t_half_duration DAY 
#3=Fxspec_tot erg cm-2 s-1 
#4=Fxspec_tot_errl
#5=Fxspec_tot_errh
#6=Fxspec_bb erg cm-2 s-1 
#7=Fxspec_bb_errl
#8=Fxspec_bb_errh
#9=flag
56497.5090886805 0.168742162699345 6.36120852066451e-09 2.36595088024604e-11 2.81102626871737e-11 2.78774466266106e-09 2.14589990430002e-11 2.14201509977008e-11 4
56497.5090886805 0.168742162699345 6.36135297322687e-09 2.31545217142745e-11 2.40155049641018e-11 2.78702634499994e-09 1.95279925894146e-11 2.19598834399353e-11 4
56499.920942512 0.0422772245510714 5.09119002419667e-09 2.29426622091333e-11 1.83165232051117e-11 2.00238359705293e-09 1.72671846812369e-11 1.95540332625752e-11 4
56501.9899864843 0.0398952880532306 4.13880115869767e-09 1.84755263495604e-11 1.98200106444282e-11 1e-12 0 0 4
56503.9212847858 0.0384488331510511 3.57259351041536e-09 1.61821816372858e-11 1.74681104539435e-11 1.17226030720157e-09 1.35590344683107e-11 1.17392119218377e-11 4
56510.4908382516 0.138362966648856 1.22650327445247e-09 9.17534011103833e-12 1.18895758379252e-11 1.74682661380388e-16 1.74682661380388e-16 -1.66316655220801e-16 4
56512.3568555586 0.00638962654920761 1.23390283483052e-09 1.37546223869926e-11 1.57778719188884e-11 1.11196836003524e-25 1.11196836003524e-25 1.14851806219446e-19 4
56514.3874313972 0.0334075585997198 2.13564861306284e-10 3.76529136666992e-11 3.59874485208951e-11 1.70369327847979e-14 1.70369327847979e-14 4.94742229837687e-15 4
56451.5363312987 0.000734221397578949 3.34174380792631e-10 2.29413886428237e-11 2.32659530017027e-11 7.15476263061201e-85 7.15476263058225e-85 6.74226425232382e-16 4
56452.4088562815 0.004627338697901 4.65619519147494e-10 1.61454933191358e-13 5.72934449204392e-11 1e-12 0 0 4
56453.6237257351 0.00578565890100435 8.43778041300072e-10 1.61664836255568e-11 1.7698117643647e-11 3.8022691072669e-10 1.22481580181964e-11 1.38466018553779e-11 4
56454.6291918925 0.00555330069983029 1.45670998465764e-09 1.9466488647537e-11 2.0921124828184e-11 5.85073603923221e-10 1.90288926566379e-11 1.93092971800801e-11 4
56456.8218507651 0.00867914849732188 3.13038386928383e-09 3.18763029717693e-11 3.32561163136721e-11 1e-12 0 0 4
56458.9004270905 0.0732208874469507 1.80371713075758e-08 -5.65952154254644e-11 2.13514137760428e-10 1e-12 0 0 4
56457.5346925589 0.437581708796642 4.96679176061354e-09 3.08046153314264e-11 3.69304711997366e-11 1.32815421231585e-09 3.31878841464927e-11 2.94755370845173e-11 4
56459.556401439 0.00891088699790998 1.89069615934085e-08 7.47395988671616e-11 2.3808683391683e-09 1e-12 0 0 4
56460.224042763 0.00862141774996417 2.59321686872252e-08 1.69109514933035e-10 1.46662854839388e-10 1.20051559769681e-08 1.37811908360153e-10 1.37690885014462e-10 4
56466.7627335819 0.00578476284863427 2.80407420304337e-08 2.1226104913954e-10 2.30902066700601e-10 1.33315151332423e-08 2.15948324935768e-10 1.7957779388489e-10 4
56468.7337940189 0.0398539472480479 2.16620315483251e-08 1.06769895089813e-10 3.17426118372287e-09 1e-12 0 0 4
