#1=tcen  MJD 
#2=t_half_duration DAY 
#3=Fxspec_tot erg cm-2 s-1 
#4=Fxspec_tot_errl
#5=Fxspec_tot_errh
#6=Fxspec_bb erg cm-2 s-1 
#7=Fxspec_bb_errl
#8=Fxspec_bb_errh
#9=flag
56470.5380813072 0.0307055583507463 2.24149370741021e-08 4.8787702284452e-10 5.30186553397162e-10 9.68906574914471e-09 4.27099800275148e-10 4.56120000466801e-10 4
56472.5061617233 0.00708761699934257 1.99826022540831e-08 1.26478587818261e-10 1.48762186469913e-10 8.65737201620306e-09 1.09897630819265e-10 1.13106094798136e-10 4
56474.1377496753 0.0365765380010998 2.01344737945457e-08 1.1037077288823e-10 1.56788509302321e-10 8.8813827762107e-09 1.23691691431232e-10 1.2367432432569e-10 4
56476.7157302835 0.00584361424989766 2.06871372590117e-08 1.57181050422284e-10 1.44556764222529e-10 9.17460685110515e-09 1.24583578864026e-10 1.15316804810176e-10 4
56480.7150532083 0.00512022445036564 1.91064034477867e-08 3.72273601512291e-10 4.10634430768907e-10 1e-12 0 0 4
56482.2527916591 0.00558315879970905 1.79171806299093e-08 1.11309780551015e-10 1.124731862735e-10 7.44633438940787e-09 1.25117161507027e-10 1.15729408511544e-10 4
56484.6654873096 0.00607501464764937 1.48220986011305e-08 9.10557783049817e-11 1.01043450364707e-10 5.38224514897393e-09 8.81799566423323e-11 8.25273024313763e-11 4
56485.9408736887 0.0702923267999722 2.68580306437313e-08 2.26287531332644e-10 2.30516632120289e-10 1.29637744690725e-08 2.24641609527377e-10 2.22734211416328e-10 4
56488.6746215132 0.0698574654015829 1.59885083104216e-08 0 1.15096452302916e-09 1e-12 0 0 4
56490.6803088533 0.137799763400835 1.09133483263318e-08 7.88558832824091e-11 8.21582086920613e-11 4.74359114848241e-09 7.80377973419581e-11 7.0150775330436e-11 4
56492.6655776005 0.00595925779998652 1.00977194661397e-08 7.23993700513855e-11 8.19712670082498e-11 4.33925394527022e-09 6.36166072015709e-11 6.68060252349305e-11 4
56494.1421791738 0.013431604449579 7.55361306049288e-09 5.07716975424381e-11 5.45014221763658e-11 3.97052616241127e-09 5.272889489472e-11 4.87127835050884e-11 4
56505.9557011338 0.00196536415023729 2.84022926518594e-09 2.85953715616446e-11 4.35017340948581e-11 1e-12 0 0 4
56507.9359997212 0.0355556645990873 2.59576888308494e-09 1.50015134766368e-11 1.58804279230208e-11 1.76239290997641e-10 1.76239290997641e-10 -1.76203753988827e-10 4
56509.9515544782 0.00335507415002212 1.72887707272387e-09 2.65650594042943e-11 2.442103061076e-11 4.44151936530006e-30 4.44151936530006e-30 9.24348413157053e-19 4
56525.5009996368 1.26825568129789 8.94206144955913e-12 7.05614603603809e-12 4.9216225253393e-12 6.87154887765311e-27 6.87154887765311e-27 8.77821593767215e-17 4
56514.3928129047 0.0384631060005631 2.06468174044837e-10 1.07793993121445e-11 1.01407195239082e-11 8.98712267731257e-79 8.98712267731257e-79 9.06542647680936e-17 4
56516.5334449287 0.0388126055513567 6.25714875720575e-11 1.24695467107005e-11 3.05865232514453e-12 4.91203915490206e-78 4.91203915490206e-78 3.95826138877206e-17 4
56521.0397334522 0.0750464745506179 1.23781069275391e-11 1.24738559347001e-12 1.28410475446615e-12 1.15455245743313e-72 1.15455245743313e-72 1.8442416677485e-18 4
56524.5421566862 0.309247443547065 7.23002385127619e-12 7.61253849506068e-13 8.2447659661171e-13 1e-12 0 0 4
56526.7403077934 0.0374710152973421 5.48239332447758e-12 3.68644204897403e-12 1.08270401988621e-12 1.29891992863483e-28 1.29891992863483e-28 7.06163929093986e-17 4
56528.425980833 0.0393156633981562 6.80155493293861e-12 7.82665852073094e-13 8.74443015681885e-13 1e-12 0 0 4
56535.3274766253 0.140604824551701 4.33836791945167e-12 6.8127630552658e-13 7.17629690771805e-13 1.22713874924322e-57 1.22713874924322e-57 2.82650019657449e-17 4
56537.5552938138 0.0392044961008651 3.74073032181448e-12 7.16144653272299e-13 6.29294260743507e-13 1.03550311577277e-78 1.03550311577277e-78 5.21679066419126e-17 4
56539.2354401956 0.0354178411034809 3.74931560987883e-12 7.6623135392058e-13 5.40424780189261e-13 3.67670952335366e-66 3.67670952335366e-66 8.27603045197453e-17 4
56544.5452951765 0.0061231884501467 5.02123179311998e-12 3.24628491381336e-12 1.40733795152219e-12 1.26864984283702e-21 1.26864984283702e-21 9.72365096096223e-18 4
56559.2282584277 0.0696792146009102 2.78076961927697e-12 4.95797264677224e-13 6.88256661510845e-13 8.3657118193852e-92 8.36571154640236e-92 3.60728088113494e-19 4
56566.9217815446 0.0393372151484073 2.44243171137052e-12 5.41921138506572e-13 5.56141177025298e-13 5.71543052539396e-19 5.71543052539396e-19 3.39436216393196e-17 4
56568.738582506 0.107092071848456 3.20503679689164e-12 5.21812363237221e-13 5.61381491946951e-13 2.05833145075263e-26 2.05833145075263e-26 9.95986174640665e-16 4
56573.6709652782 0.0380825444990478 2.82727009807472e-12 5.13084055077623e-13 5.9675705466549e-13 6.47612063427794e-32 6.47612063427794e-32 8.85588054890185e-18 4
56580.2107229957 0.0323554789501941 2.8812241744617e-12 5.4943366694151e-13 5.43008838680057e-13 1e-12 0 0 4
56587.1152918426 0.0701489810999192 2.79347166150993e-12 4.40857320791325e-13 5.30183437352394e-13 2.59386040650825e-36 2.59386040650825e-36 1.88875614364826e-16 4
56594.4587917827 0.0662373646991909 2.06190689068722e-12 4.26363953319639e-13 4.76313157079951e-13 4.48851168370473e-16 4.48851168370473e-16 -4.37237941507803e-16 4
56451.5421047597 0.00502040395076619 2.84937436656843e-10 1.60913687180253e-11 2.38806059945935e-11 1.52052167366363e-10 1.79631052876526e-11 2.04845960768444e-11 4
56486.0062793761 0.000435297148214886 1.20094415836701e-08 4.99075127676927e-09 3.44079606726243e-09 8.84561304383002e-09 3.15500110077492e-09 1.25194219261146e-08 4
56526.3491028695 2.11619362684723 3.81869708774646e-12 2.7388286118923e-13 2.75569526144103e-13 3.43209207154062e-12 2.87659545306356e-13 2.5060553877541e-13 4
56537.2288649188 2.0419931179531 3.97528811243172e-12 3.80243202795086e-13 4.65201822482387e-13 1.28385353135433e-40 1.28385353135433e-40 2.41462926543302e-19 4
56544.5452951765 0.0061231884501467 4.97096596912006e-12 1.52437226780548e-12 1.64789486715583e-12 7.20882428947974e-42 7.20882428947974e-42 7.64847761563461e-17 4
56583.8508305956 24.6922513825011 2.71387293564381e-12 1.75505836811181e-13 1.8472994851019e-13 6.56531170260228e-16 6.56531170260228e-16 -6.41999127737404e-16 4
